## Fri Dec  2 12:43:26 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-OL67_RS05020	391619.PGA1_c09660	3.81e-226	622.0	COG1181@1|root,COG1181@2|Bacteria,1MUTB@1224|Proteobacteria,2TREC@28211|Alphaproteobacteria,34EDC@302485|Phaeobacter	28211|Alphaproteobacteria	F	Belongs to the D-alanine--D-alanine ligase family	ddl	-	1.3.1.98,6.3.2.4	ko:K00075,ko:K01921	ko00473,ko00520,ko00550,ko01100,ko01502,map00473,map00520,map00550,map01100,map01502	-	R01150,R03191,R03192	RC00064,RC00141,RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
gene-OL67_RS05025	1423144.Gal_02524	1.07e-207	575.0	COG1589@1|root,COG1589@2|Bacteria,1MY1Q@1224|Proteobacteria,2TQPU@28211|Alphaproteobacteria,34EB1@302485|Phaeobacter	28211|Alphaproteobacteria	D	Essential cell division protein	ftsQ	-	-	ko:K03589	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036	-	-	-	FtsQ,POTRA_1
gene-OL67_RS05030	391619.PGA1_c09680	0.0	870.0	COG0849@1|root,COG0849@2|Bacteria,1MUSR@1224|Proteobacteria,2TQZB@28211|Alphaproteobacteria,34ECA@302485|Phaeobacter	28211|Alphaproteobacteria	D	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring	ftsA	-	-	ko:K03590	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036,ko04812	-	-	-	FtsA,SHS2_FTSA
gene-OL67_RS05035	391619.PGA1_c09690	0.0	1014.0	COG0206@1|root,COG0206@2|Bacteria,1MV2X@1224|Proteobacteria,2TS1Q@28211|Alphaproteobacteria,34EQN@302485|Phaeobacter	28211|Alphaproteobacteria	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
gene-OL67_RS05040	391619.PGA1_c09700	2.68e-224	618.0	COG0774@1|root,COG0774@2|Bacteria,1MV6T@1224|Proteobacteria,2TUHH@28211|Alphaproteobacteria,34FBQ@302485|Phaeobacter	28211|Alphaproteobacteria	M	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis	lpxC	-	3.5.1.108	ko:K02535	ko00540,ko01100,map00540,map01100	M00060	R04587	RC00166,RC00300	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxC
gene-OL67_RS05045	1423144.Gal_02520	6.94e-201	556.0	COG4105@1|root,COG4105@2|Bacteria,1MVS5@1224|Proteobacteria,2TRZ5@28211|Alphaproteobacteria,34EXX@302485|Phaeobacter	28211|Alphaproteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamD	-	-	ko:K05807	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	YfiO
gene-OL67_RS05050	1423144.Gal_02519	0.0	1009.0	COG0497@1|root,COG0497@2|Bacteria,1MUNP@1224|Proteobacteria,2TREW@28211|Alphaproteobacteria,34EST@302485|Phaeobacter	28211|Alphaproteobacteria	L	May be involved in recombinational repair of damaged DNA	recN	-	-	ko:K03631	-	-	-	-	ko00000,ko03400	-	-	-	SMC_N
gene-OL67_RS05055	1423144.Gal_02518	0.0	1044.0	COG0038@1|root,COG0038@2|Bacteria,1MV4K@1224|Proteobacteria,2TTBG@28211|Alphaproteobacteria,34ECI@302485|Phaeobacter	28211|Alphaproteobacteria	P	Voltage gated chloride channel	clcA	-	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	-	Voltage_CLC
gene-OL67_RS05060	1423144.Gal_02517	7.56e-36	121.0	2EHEI@1|root,33B6G@2|Bacteria,1NKPI@1224|Proteobacteria,2UN8N@28211|Alphaproteobacteria,34GJJ@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS05065	1423144.Gal_02516	1.59e-71	215.0	COG2343@1|root,COG2343@2|Bacteria,1RHXD@1224|Proteobacteria,2UC5N@28211|Alphaproteobacteria,34FRQ@302485|Phaeobacter	28211|Alphaproteobacteria	S	Domain of unknown function (DUF427)	-	-	-	-	-	-	-	-	-	-	-	-	NTP_transf_9
gene-OL67_RS05070	391619.PGA1_c09760	0.0	1125.0	COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,2TQXN@28211|Alphaproteobacteria,34F67@302485|Phaeobacter	28211|Alphaproteobacteria	E	C-terminal region of peptidase_M24	pepP	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C
gene-OL67_RS05075	1423144.Gal_02514	0.0	1063.0	COG4547@1|root,COG4547@2|Bacteria,1MX11@1224|Proteobacteria,2TS4N@28211|Alphaproteobacteria,34ED9@302485|Phaeobacter	28211|Alphaproteobacteria	H	Cobalamin biosynthesis protein CobT VWA domain	cobT	-	6.6.1.2	ko:K09883	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	CobT,CobT_C
gene-OL67_RS05080	1423144.Gal_02513	1.41e-239	658.0	COG0714@1|root,COG0714@2|Bacteria,1MXIW@1224|Proteobacteria,2TS1Z@28211|Alphaproteobacteria,34F9F@302485|Phaeobacter	28211|Alphaproteobacteria	S	Cobaltochelatase CobS subunit N terminal	cobS	-	6.6.1.2	ko:K09882	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	AAA_5,CbbQ_C,CobS_N
gene-OL67_RS05085	391619.PGA1_c09790	0.0	1180.0	COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,2TST2@28211|Alphaproteobacteria,34EZ6@302485|Phaeobacter	28211|Alphaproteobacteria	F	DbpA RNA binding domain	deaD	-	3.6.4.13	ko:K05592	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,DbpA,Helicase_C
gene-OL67_RS05090	1423144.Gal_02510	3.08e-153	429.0	COG2214@1|root,COG2214@2|Bacteria,1MXTG@1224|Proteobacteria,2TRZH@28211|Alphaproteobacteria,34F93@302485|Phaeobacter	28211|Alphaproteobacteria	O	DnaJ molecular chaperone homology domain	-	-	-	-	-	-	-	-	-	-	-	-	DnaJ
gene-OL67_RS05095	1423144.Gal_02509	1.09e-51	163.0	COG0271@1|root,COG0271@2|Bacteria,1Q4BX@1224|Proteobacteria,2VAU5@28211|Alphaproteobacteria,34FX5@302485|Phaeobacter	28211|Alphaproteobacteria	T	BolA-like protein	-	-	-	ko:K05527	-	-	-	-	ko00000,ko03000	-	-	-	BolA
gene-OL67_RS05100	391619.PGA1_c09830	1.59e-119	347.0	2CGGD@1|root,32S3Y@2|Bacteria,1N74K@1224|Proteobacteria,2UFXV@28211|Alphaproteobacteria,34FPA@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4177
gene-OL67_RS05105	391619.PGA1_c09840	0.0	1005.0	COG0064@1|root,COG0064@2|Bacteria,1MUKG@1224|Proteobacteria,2TRHX@28211|Alphaproteobacteria,34E20@302485|Phaeobacter	28211|Alphaproteobacteria	F	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
gene-OL67_RS05110	1423144.Gal_02506	0.0	1384.0	COG2183@1|root,COG2183@2|Bacteria,1MUA7@1224|Proteobacteria,2TTSC@28211|Alphaproteobacteria,34F16@302485|Phaeobacter	28211|Alphaproteobacteria	K	Tex-like protein N-terminal domain	tex	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009314,GO:0009628,GO:0010212,GO:0044424,GO:0044444,GO:0044464,GO:0050896	-	ko:K06959	-	-	-	-	ko00000	-	-	-	HHH_3,S1,Tex_N,Tex_YqgF
gene-OL67_RS05115	391619.PGA1_c09860	6.99e-302	825.0	28IK2@1|root,2Z8KV@2|Bacteria,1PEUQ@1224|Proteobacteria,2U38Z@28211|Alphaproteobacteria,34F8A@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS05120	1423144.Gal_02504	3.71e-90	265.0	2CQXW@1|root,32SN0@2|Bacteria,1N0A0@1224|Proteobacteria,2UBTD@28211|Alphaproteobacteria,34FWY@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS05125	1423144.Gal_02503	0.0	1657.0	COG0308@1|root,COG0308@2|Bacteria,1MUCI@1224|Proteobacteria,2TRUM@28211|Alphaproteobacteria,34E88@302485|Phaeobacter	28211|Alphaproteobacteria	E	Domain of unknown function (DUF3458_C) ARM repeats	pepN	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0016020,GO:0016787,GO:0019538,GO:0033218,GO:0042277,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0070006,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.11.2	ko:K01256	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	DUF3458,DUF3458_C,Peptidase_M1
gene-OL67_RS05130	391619.PGA1_c09890	2.28e-36	123.0	2CI5B@1|root,31UB4@2|Bacteria,1QS5P@1224|Proteobacteria,2V9G0@28211|Alphaproteobacteria,34GKB@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS05135	391619.PGA1_c09900	0.0	1401.0	COG2225@1|root,COG2225@2|Bacteria,1MVEV@1224|Proteobacteria,2TS9R@28211|Alphaproteobacteria,34EI3@302485|Phaeobacter	28211|Alphaproteobacteria	C	Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA	glcB	-	2.3.3.9	ko:K01638	ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200	M00012	R00472	RC00004,RC00308,RC02747	ko00000,ko00001,ko00002,ko01000	-	-	-	Malate_synthase
gene-OL67_RS05140	391619.PGA1_c09910	2.12e-87	258.0	COG3193@1|root,COG3193@2|Bacteria,1N08N@1224|Proteobacteria,2U5ES@28211|Alphaproteobacteria,34FKD@302485|Phaeobacter	28211|Alphaproteobacteria	S	Haem-degrading	-	-	-	-	-	-	-	-	-	-	-	-	Haem_degrading
gene-OL67_RS05145	1423144.Gal_02499	6.67e-192	531.0	COG2071@1|root,COG2071@2|Bacteria,1MV8E@1224|Proteobacteria,2TSU3@28211|Alphaproteobacteria,34E2Y@302485|Phaeobacter	28211|Alphaproteobacteria	S	Peptidase C26	puuD	-	-	ko:K07010	-	-	-	-	ko00000,ko01002	-	-	-	Peptidase_C26
gene-OL67_RS05150	391619.PGA1_c09930	0.0	1401.0	COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,2TQVK@28211|Alphaproteobacteria,34DRY@302485|Phaeobacter	28211|Alphaproteobacteria	C	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	iorB	-	1.3.99.16	ko:K07303	-	-	-	-	ko00000,ko01000	-	-	-	Ald_Xan_dh_C2
gene-OL67_RS05155	391619.PGA1_c09950	1.77e-108	312.0	COG2080@1|root,COG2080@2|Bacteria,1RD8C@1224|Proteobacteria,2U6Z6@28211|Alphaproteobacteria,34DX8@302485|Phaeobacter	28211|Alphaproteobacteria	C	[2Fe-2S] binding domain	iorA	-	1.3.99.16	ko:K07302	-	-	-	-	ko00000,ko01000	-	-	-	Fer2,Fer2_2
gene-OL67_RS05160	391619.PGA1_c09960	1.02e-117	338.0	COG1309@1|root,COG1309@2|Bacteria,1R83W@1224|Proteobacteria,2U3V5@28211|Alphaproteobacteria,34FMF@302485|Phaeobacter	28211|Alphaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
gene-OL67_RS05165	1423144.Gal_02495	2e-202	560.0	COG3483@1|root,COG3483@2|Bacteria,1MW68@1224|Proteobacteria,2TRXV@28211|Alphaproteobacteria,34DZP@302485|Phaeobacter	28211|Alphaproteobacteria	E	Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan (L-Trp) pyrrole ring and converts L- tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety	kynA	GO:0003674,GO:0003824,GO:0004833,GO:0005488,GO:0006082,GO:0006084,GO:0006139,GO:0006163,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009117,GO:0009150,GO:0009259,GO:0009308,GO:0009310,GO:0009987,GO:0016043,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0019439,GO:0019441,GO:0019442,GO:0019637,GO:0019693,GO:0019752,GO:0020037,GO:0022607,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0042180,GO:0042402,GO:0042430,GO:0042436,GO:0042537,GO:0043436,GO:0043603,GO:0043933,GO:0044085,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0046218,GO:0046395,GO:0046483,GO:0046700,GO:0046906,GO:0048037,GO:0051186,GO:0051213,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0055114,GO:0065003,GO:0070189,GO:0071704,GO:0071840,GO:0072521,GO:0097159,GO:1901135,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	1.13.11.11	ko:K00453	ko00380,ko01100,map00380,map01100	M00038	R00678	RC00356	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_dioxygenase
gene-OL67_RS05170	439497.RR11_2118	1.26e-286	783.0	COG3844@1|root,COG3844@2|Bacteria,1MUKN@1224|Proteobacteria,2TR62@28211|Alphaproteobacteria,4NABT@97050|Ruegeria	28211|Alphaproteobacteria	H	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively	kynU	-	3.7.1.3	ko:K01556	ko00380,ko01100,map00380,map01100	M00038	R00987,R02668,R03936	RC00284,RC00415	ko00000,ko00001,ko00002,ko01000	-	-	-	Aminotran_5
gene-OL67_RS05175	391619.PGA1_c09990	1.08e-87	258.0	COG2315@1|root,COG2315@2|Bacteria,1RHEZ@1224|Proteobacteria,2U97K@28211|Alphaproteobacteria,34FHP@302485|Phaeobacter	28211|Alphaproteobacteria	S	YjbR	-	-	-	-	-	-	-	-	-	-	-	-	YjbR
gene-OL67_RS05180	391619.PGA1_c10000	1.55e-172	482.0	COG1028@1|root,COG1028@2|Bacteria,1MUS7@1224|Proteobacteria,2TTYG@28211|Alphaproteobacteria,34DWH@302485|Phaeobacter	28211|Alphaproteobacteria	IQ	KR domain	bdh	-	-	-	-	-	-	-	-	-	-	-	adh_short,adh_short_C2
gene-OL67_RS05185	391619.PGA1_c10010	3.66e-225	620.0	COG0491@1|root,COG0491@2|Bacteria,1MX4H@1224|Proteobacteria,2TR8F@28211|Alphaproteobacteria,34GEV@302485|Phaeobacter	28211|Alphaproteobacteria	S	Metallo-beta-lactamase superfamily	soxH	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
gene-OL67_RS05190	391619.PGA1_c10020	5.04e-94	275.0	COG2020@1|root,COG2020@2|Bacteria,1MZ7S@1224|Proteobacteria,2UBYC@28211|Alphaproteobacteria,34FRW@302485|Phaeobacter	28211|Alphaproteobacteria	O	Phospholipid methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	PEMT
gene-OL67_RS05195	391619.PGA1_c10030	0.0	972.0	COG3288@1|root,COG3288@2|Bacteria,1MVXU@1224|Proteobacteria,2TSZN@28211|Alphaproteobacteria,34E5G@302485|Phaeobacter	28211|Alphaproteobacteria	C	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntA	-	1.6.1.2	ko:K00324	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM
gene-OL67_RS05200	391619.PGA1_c10040	0.0	888.0	COG1282@1|root,COG1282@2|Bacteria,1MUP4@1224|Proteobacteria,2TQN1@28211|Alphaproteobacteria,34DXF@302485|Phaeobacter	28211|Alphaproteobacteria	C	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB	-	1.6.1.2	ko:K00325	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	PNTB
gene-OL67_RS05205	1423144.Gal_02487	2.53e-89	261.0	COG0346@1|root,COG0346@2|Bacteria,1N08M@1224|Proteobacteria,2UCUW@28211|Alphaproteobacteria,34FXE@302485|Phaeobacter	28211|Alphaproteobacteria	E	COG0346 Lactoylglutathione lyase and related lyases	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
gene-OL67_RS05210	391619.PGA1_c10060	8.55e-78	232.0	COG0789@1|root,COG0789@2|Bacteria,1N9C6@1224|Proteobacteria,2UC87@28211|Alphaproteobacteria,34GG4@302485|Phaeobacter	28211|Alphaproteobacteria	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR,MerR-DNA-bind,MerR_1
gene-OL67_RS05215	391619.PGA1_c10070	4.56e-78	233.0	COG0599@1|root,COG0599@2|Bacteria,1RH7V@1224|Proteobacteria,2UB7P@28211|Alphaproteobacteria,34GGF@302485|Phaeobacter	28211|Alphaproteobacteria	S	Carboxymuconolactone decarboxylase family	-	-	4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	-	R03470	RC00938	ko00000,ko00001,ko01000	-	-	-	CMD
gene-OL67_RS05220	391619.PGA1_c10080	1.83e-296	810.0	COG4949@1|root,COG4949@2|Bacteria,1MVI2@1224|Proteobacteria,2TSQJ@28211|Alphaproteobacteria,34EU5@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3422)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3422
gene-OL67_RS05225	1423144.Gal_02483	4.46e-221	613.0	COG2391@1|root,COG2391@2|Bacteria,1MWWP@1224|Proteobacteria,2TQW4@28211|Alphaproteobacteria,34G5D@302485|Phaeobacter	28211|Alphaproteobacteria	S	Sulphur transport	-	-	-	-	-	-	-	-	-	-	-	-	Sulf_transp
gene-OL67_RS05230	391619.PGA1_c10100	1.23e-226	625.0	COG1173@1|root,COG1173@2|Bacteria,1MU26@1224|Proteobacteria,2TTEV@28211|Alphaproteobacteria,34E8Z@302485|Phaeobacter	28211|Alphaproteobacteria	U	N-terminal TM domain of oligopeptide transport permease C	MA20_20685	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
gene-OL67_RS05235	1423144.Gal_02481	1.13e-228	631.0	COG0601@1|root,COG0601@2|Bacteria,1MU8Z@1224|Proteobacteria,2TSF3@28211|Alphaproteobacteria,34FAT@302485|Phaeobacter	28211|Alphaproteobacteria	U	Binding-protein-dependent transport system inner membrane component	appB	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
gene-OL67_RS05240	1423144.Gal_02480	0.0	1157.0	COG0747@1|root,COG0747@2|Bacteria,1MUP8@1224|Proteobacteria,2TQXX@28211|Alphaproteobacteria,34EQP@302485|Phaeobacter	28211|Alphaproteobacteria	E	Bacterial extracellular solute-binding proteins, family 5 Middle	appA	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
gene-OL67_RS05245	1423144.Gal_02479	0.0	1153.0	COG1123@1|root,COG4172@2|Bacteria,1MU09@1224|Proteobacteria,2TQP0@28211|Alphaproteobacteria,34EKE@302485|Phaeobacter	28211|Alphaproteobacteria	P	Oligopeptide/dipeptide transporter, C-terminal region	-	-	-	ko:K02031,ko:K02032,ko:K13892,ko:K13896	ko02010,ko02024,map02010,map02024	M00239,M00348,M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.11,3.A.1.5.21,3.A.1.5.24	-	-	ABC_tran,oligo_HPY
gene-OL67_RS05250	391619.PGA1_c10140	5.96e-285	778.0	COG0624@1|root,COG0624@2|Bacteria,1MVBR@1224|Proteobacteria,2TRUK@28211|Alphaproteobacteria,34FBW@302485|Phaeobacter	28211|Alphaproteobacteria	E	Peptidase dimerisation domain	argE	-	3.5.1.16	ko:K01438	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00669,R09107	RC00064,RC00300	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20
gene-OL67_RS05255	1423144.Gal_02477	6.28e-271	742.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,2TR5B@28211|Alphaproteobacteria,34DZT@302485|Phaeobacter	28211|Alphaproteobacteria	E	Peptidase dimerisation domain	MA20_09240	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
gene-OL67_RS05260	391619.PGA1_c10160	8.78e-264	724.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,2TR5B@28211|Alphaproteobacteria,34G9M@302485|Phaeobacter	28211|Alphaproteobacteria	S	Peptidase dimerisation domain	MA20_09240	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
gene-OL67_RS05265	1423144.Gal_02475	7.5e-283	772.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,2TR5B@28211|Alphaproteobacteria,34F2B@302485|Phaeobacter	28211|Alphaproteobacteria	E	Peptidase dimerisation domain	MA20_09240	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
gene-OL67_RS05270	391619.PGA1_c10180	2.11e-230	636.0	COG0438@1|root,COG0438@2|Bacteria,1MU9C@1224|Proteobacteria,2TQJM@28211|Alphaproteobacteria,34FKP@302485|Phaeobacter	28211|Alphaproteobacteria	M	Glycosyl transferases group 1	lpcC	-	-	ko:K12989	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT4	-	Glyco_transf_4,Glycos_transf_1
gene-OL67_RS05275	391619.PGA1_c10190	1.89e-295	809.0	COG1519@1|root,COG1519@2|Bacteria,1MU9F@1224|Proteobacteria,2TS37@28211|Alphaproteobacteria,34EN5@302485|Phaeobacter	28211|Alphaproteobacteria	M	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	kdtA	-	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527	ko00540,ko01100,map00540,map01100	M00060,M00080	R04658,R05074,R09763	RC00009,RC00077,RC00247	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT30	-	Glycos_transf_N
gene-OL67_RS05280	1423144.Gal_02472	6.04e-249	682.0	COG2896@1|root,COG2896@2|Bacteria,1MW3W@1224|Proteobacteria,2TQQP@28211|Alphaproteobacteria,34EMS@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	moaA	-	4.1.99.22	ko:K03639	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09394	RC03420	ko00000,ko00001,ko01000	-	-	-	Fer4_12,Mob_synth_C,Radical_SAM
gene-OL67_RS05285	391619.PGA1_c10210	2.2e-92	271.0	2CE0N@1|root,32RT9@2|Bacteria,1N0QF@1224|Proteobacteria,2UC2U@28211|Alphaproteobacteria,34FVJ@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS05290	391619.PGA1_c10220	1.31e-163	459.0	COG4912@1|root,COG4912@2|Bacteria,1NKDG@1224|Proteobacteria,2TU19@28211|Alphaproteobacteria,34F7C@302485|Phaeobacter	28211|Alphaproteobacteria	L	DNA alkylation repair enzyme	-	-	-	-	-	-	-	-	-	-	-	-	DNA_alkylation
